song_n,song_s,note_s
3436,This Unfolds,bad
3437,Moth,good
3438,Wolf Cub,good
3439,Hands,good
3440,Spirit Fingers,bad
3441,Chia,short
3442,As Serious as Your Life,bad
3443,She Moves She,good
3444,First Thing,short
3445,My Angel Rocks Back and Forth,bad
3446,Unspoken,good
3447,And They All Look Broken Hearted,good
3448,Slow Jam,bad
3449,Twenty Three,bad
3450,Parks,good
3451,Untangle,bad
3452,You Could Ruin My Day,good
3453,Hilarious Movie of the 90’s,bad
3454,Glue of the World,good
3455,Harmony One,short
3456,Leila Came Round and We Watched a Video,short
3457,Everything Is Alright,short
3458,No More Mosquitoes,bad
3459,Tangle,bad
3460,Alambradas,short
3461,Misnomer,good
3462,The Butterfly Effect,bad
3463,The Space of Two Weeks,good
3464,Chiron,bad
3465,3.3 Degrees From the Pole,bad
3466,Liquefaction,bad
3467,She Scanned,good
3468,Calamine,good
3469,10 Midi,short
3470,Daughter,
3471,Planet,
3472,LA Trance,
3473,Falls 2,short
3474,Alap,short
3475,Two Thousand and Seventeen,good
3476,Scientists,
3477,You Are Loved,
3478,SW9 9SL,
3479,Memories,
3480,Gentle Soul,short
3481,Tremper,short
3482,Lush,
3483,Buchla,bad
3484,Ever Never,short
3485,Ba Teaches Yoga,good
3486,Kool FM,bad
3487,Crush,short
3488,Aerial,
3489,Unicorn,
3490,Your Body Feels,
3491,Gong,bad
3492,Parallel Jalebi,bad
3493,Our Navigation,bad
3494,Pockets (minimal version),
3495,Both When I Am Alone and When We Both Are,
3496,Gillie Amma I Love You,
3497,The Reservoir,
3498,Nothing to See,bad
3499,Field,
3500,Castles Made of Sand,
3501,Moma,
3502,For These Times,
3503,Evening Side,bad
3504,Morning Side,long
3505,Push and Shove,
3506,Slash Dot Dash,short
3507,Long Way From Home,bad
3508,Put It Back Together,bad
3509,Mi Bebé Masoquista,bad
3510,North West Three,
3511,The Journey,
3512,Jin Go Lo Ba,
3513,Don’t Let the Man Get You Down,bad
3514,Wonderful Night,bad
3515,Song for Chesh,
3516,The Joker,
3517,Talking Bout My Baby,good
3518,Sunset (Bird of Prey),good
3519,Love Live,bad
3520,Mad Flava,bad
3521,Retox,bad
3522,Weapon of Choice,bad
3523,Drop the Hate,good
3524,Demons,bad
3525,Yo Mama,bad
3526,Song for Shelter,good
3527,Kalifornia,
3528,You’re Not From Brighton,
3529,Praise You,good
3530,"Right Here, Right Now",good
3531,The Rockafeller Skank,good
3532,Build It Up - Tear It Down,
3533,Acid 8000,
3534,Fucking in Heaven,
3535,Gangster Tripping,
3536,Soul Surfing,
3537,Love Island,good
3538,10th and Crenshaw,
3539,Michael Jackson,
3540,Next to Nothing,good
3541,Song for Lindy,good
3542,Going Out of My Head,bad
3543,The Weekend Starts Here,
3544,Everybody Needs a 303,
3545,Give the Po' Man a Break,
3546,First Down,
3547,Punk to Funk,
3548,The Sound of Milwaukee,
3549,Santa Cruz,good
3550,Tango in the Night,
3551,Welcome to the Room… Sara,
3552,"You and I, Part II",short
3553,Big Love,
3554,Caroline,
3555,Mystified,
3556,Little Lies,good
3557,Family Man,
3558,Isn’t It Midnight,
3559,When I See You Again,
3560,Seven Wonders,
3561,Everywhere,good
3562,Book of Love,
3563,Gypsy,
3564,Only Over You,
3565,Love in Store,
3566,That’s Alright,
3567,Hold Me,
3568,Oh Diane,short
3569,Eyes of the World,
3570,Can’t Go Back,short
3571,Empire State,short
3572,Straight Back,
3573,Wish You Were Here,
3574,Go Your Own Way,
3575,You Make Loving Fun,
3576,I Don’t Want to Know,
3577,Gold Dust Woman,
3578,Second Hand News,short
3579,Dreams,
3580,Never Going Back Again,short
3581,Don’t Stop,
3582,Songbird,
3583,The Chain,
3584,Oh Daddy,
3585,Rich Girl,
3586,Hollaback Girl,
3587,Bubble Pop Electric,
3588,Harajuku Girls,
3589,Crash,
3590,Danger Zone,
3591,What You Waiting For?,
3592,Cool,
3593,The Real Thing,
3594,Long Way to Go,
3595,Luxurious,
3596,Serious,
3597,Love in Rockets,
3598,Dyson Sphere,
3599,Trouble,
3600,Art Bell,short
3601,Dancing Down the Hall,
3602,Cage Tropical,good
3603,Game to Play,
3604,Epic Slack,short
3605,Red Museum,
3606,Decontrol,
3607,You for Me,bad
3608,Sorrow,bad
3609,Into Blue,bad
3610,Heaven,
3611,Question/Reason,
3612,Street of Dreams,
3613,The Depths,bad
3614,Cliffs as High,bad
3615,Minor Times,
3616,Requiem,short
3617,Interstellar,
3618,Had We Had It,
3619,Apples for the Sun,
3620,Moon in My Mind,
3621,Know Me,short
3622,Gospel/Grace,
3623,Daylight Sky,short
3624,Pair of Wings,
3625,Night Swim,short
3626,The Fall,good
3627,The Score,
3628,"No Woman, No Cry",
3629,Fu-Gee-La,
3630,Family Business,
3631,The Mask,
3632,Cowboys,
3633,Manifest/Outro,
3634,Ready Or Not,
3635,Zealots,
3636,Killing Me Softly,
3637,Red Intro,short
3638,How Many Mics,
3639,The Beast,
3640,This Fire,
3641,Darts of Pleasure,
3642,Come On Home,
3643,Jacqueline,
3644,Tell Her Tonight,short
3645,Take Me Out,good
3646,Cheating on You,short
3647,Michael,
3648,40′,
3649,The Dark of the Matinée,
3650,Auf Achse,
3651,Last Bloom,bad
3652,Requiem for CS70 and Strings,short
3653,Karakul,short
3654,Environments,bad
3655,Birth,bad
3656,Sea‐Watch,good
3657,"Apoptose, Pt. 1",short
3658,"Apoptose, Pt. 2",short
3659,Anasickmodular,bad
3660,LesAlpx,bad
3661,Bias,bad
3662,Falaise,bad
3663,Mojave Desert,short
3664,Silurian Blue,good
3665,Kites,bad
3666,Kelso Dunes,good
3667,Lucerne Valley,bad
3668,Kuiper,bad
3669,For Marmish Part II,good
3670,"Silhouettes (I, II & III)",good
3671,Elaenia,bad
3672,Argenté,bad
3673,Thin Air,bad
3674,For Marmish,good
3675,Peroration Six,bad
3676,Nespole,good
3677,King Bromeliad,bad
3678,Montparnasse,bad
3679,Myrtle Avenue,good
3680,Obfuse,bad
3681,Realise,bad
3682,ARP3,good
3683,Sais,bad
3684,Vacuum Boogie,good
3685,Truly,bad
3686,Argonaute II,bad
3687,I Need You,
3688,Cold as Ice,good
3689,Fool for You Anyway,
3690,Starrider,
3691,Headknocker,
3692,The Damage Is Done,
3693,"Long, Long Way From Home",short
3694,Woman Oh Woman,
3695,At War With the World,
3696,Feels Like The First Time,
3697,I Want to Know What Love Is,
3698,Growing Up the Hard Way,
3699,Stranger in My Own House,
3700,A Love in Vain,
3701,Down on Love,
3702,Tooth and Nail,
3703,That Was Yesterday,
3704,She’s Too Tough,
3705,Reaction to Action,
3706,Two Different Worlds,
3707,Break It Up,
3708,Waiting for a Girl Like You,good
3709,Girl on the Moon,
3710,Don't Let Go,
3711,Woman in Black,
3712,Night Life,
3713,Juke Box Hero,
3714,Luanne,
3715,Urgent,
3716,I'm Gonna Win,
3717,Wild Horses,
3718,Unanswered Prayers,
3719,Mr. Blue,
3720,The Thunder Rolls,
3721,Victim of the Game,
3722,Friends in Low Places,
3723,New Way to Fly,
3724,"Two of a Kind, Workin' on a Full House",short
3725,Same Old Story,short
3726,Wolves,
3727,Crazy,
3728,Smiley Faces,
3729,Feng Shui,short
3730,Online,short
3731,Storm Coming,
3732,Go‐Go Gadget Gospel,short
3733,The Boogie Monster,short
3734,Just a Thought,
3735,Transformer,short
3736,St. Elsewhere,short
3737,Gone Daddy Gone,short
3738,Who Cares?,short
3739,Necromancer,short
3740,The Last Time,
3741,Whatever,short
3742,Surprise,
3743,Charity Case,
3744,No Time Soon,short
3745,Who’s Gonna Save My Soul,good
3746,Going On,short
3747,Run (I’m a Natural Disaster),short
3748,Open Book,
3749,She Knows,short
3750,Neighbors,
3751,A Little Better,
3752,Would Be Killer,short
3753,Blind Mary,
3754,Dizzy,short
3755,Broadway,
3756,Black Balloon,
3757,Slide,
3758,Bullet Proof,
3759,Amigone,
3760,Full Forever,short
3761,Acoustic #3,short
3762,Iris,
3763,January Friend,short
3764,All Eyes on Me,
3765,Hate This Place,
3766,Extra Pale,short
3767,Naked,
3768,Ain't That Unusual,
3769,So Long,short
3770,Flat Top,
3771,Name,good
3772,Somethin' Bad,short
3773,Eyes Wide Open,
3774,Slave Girl,short
3775,Long Way Down,good
3776,Burnin' Up,short
3777,Only One,
3778,Impersonality,short
3779,Disconnected,
3780,Carrion,
3781,Sleep to Dream,
3782,Sullen Girl,
3783,Shadowboxer,
3784,Slow Like Honey,
3785,Never Is a Promise,
3786,Pale September,
3787,Criminal,good
3788,The First Taste,
3789,The Child Is Gone,
3790,Wars of Armageddon,
3791,Maggot Brain,good
3792,Can You Get to That,short
3793,Hit It and Quit It,
3794,"You and Your Folks, Me and My Folks",
3795,Super Stupid,
3796,Back in Our Minds,short
3797,Psychobabble,
3798,Maddening Shroud,
3799,Flicks,
3800,The Dumbing Down of Love,
3801,Breathe In,
3802,Must Be Dreaming,
3803,Only Got One,
3804,Shh,
3805,Hear Me Out,
3806,Let Go,good
3807,It’s Good to Be in Love,
3808,Fire Flies,
3809,One Percent,short
3810,Souk Eye,
3811,Tranz,short
3812,Sorcererz,
3813,Idaho,
3814,Humility,
3815,Hollywood,
3816,Kansas,
3817,Lake Zurich,
3818,Magic City,
3819,Some Kind of Nature,
3820,White Flag,
3821,Stylo,
3822,Superfast Jellyfish,short
3823,On Melancholy Hill,
3824,Sweepstakes,
3825,To Binge,
3826,Plastic Beach,
3827,Welcome to the World of the Plastic Beach,
3828,Rhinestone Eyes,
3829,Empire Ants,
3830,Glitter Freeze,
3831,Broken,
3832,Cloud of Unknowing,
3833,Pirate Jet,short
3834,Orchestral Intro,short
3835,Kids With Guns,
3836,November Has Come,short
3837,All Alone,
3838,Fire Coming Out of the Monkey’s Head,
3839,Last Living Souls,
3840,Every Planet We Reach Is Dead,
3841,Feel Good Inc.,
3842,White Light,short
3843,DARE,
3844,Don’t Get Lost in Heaven,short
3845,Demon Days,
3846,Intro,short
3847,O Green World,
3848,Dirty Harry,
3849,El mañana,
3850,Re-Hash,
3851,5/4,short
3852,Tomorrow Comes Today,
3853,Clint Eastwood,
3854,Starshine,
3855,New Genious (Brother),
3856,Sound Check (Gravity),
3857,Rock the House,
3858,Latin Simone (¿Qué Pasa Contigo?),
3859,Punk,short
3860,Double Bass,
3861,M1 A1 / Clint Eastwood (Ed Case refix),
3862,Man Research (Clapper),
3863,19-2000,
3864,Slow Country,
3865,Tango Square,good
3866,Rayuela,bad
3867,Peligro,bad
3868,Tu misterio,
3869,Desilusión,bad
3870,La gloria,bad
3871,Mil millones,good
3872,De hombre a hombre,
3873,El mensajero,short
3874,Panamericana,
3875,Érase una vez,
3876,Amor Porteño,
3877,La Vigüela,
3878,Arrabal,
3879,Notas,good
3880,Diferente,
3881,Celos,
3882,Lunático,
3883,Mi Confesión,
3884,Tango Canción,
3885,Criminal,
3886,Domingo,
3887,"Paris, Texas",good
3888,Santa Maria (Del Buen Ayre),bad
3889,Una Música Brutal,good
3890,La Del Ruso,bad
3891,Vuelvo Al Sur,bad
3892,Chunga's Revenge,bad
3893,Tríptico,bad
3894,Santa Maria (Tom Middleton Cosmos mix),
3895,El Capitalismo Foráneo (Antipop Consortium remix),
3896,Last Tango in Paris,good
3897,El Capitalismo Foráneo,good
3898,Triptico (Peter Kruder mix),bad
3899,Santa Maria (Pepe Braddock mix),
3900,Queremos Paz,good
3901,Época,bad
3902,Little Brother (electric),
3903,Shift (alternate version),good
3904,Granny Diner,
3905,Deep Blue Sea (Daniel Rossen home recording) / Untitled,
3906,Alligator (choir version),
3907,He Hit Me,
3908,Lullabye,bad
3909,Central and Remote,good
3910,Reprise,good
3911,Easier,good
3912,Knife,bad
3913,Little Brother,good
3914,Plans,good
3915,Marla,good
3916,"On a Neck, on a Spit",good
3917,Colorado,good
3918,Don't Ask,bad
3919,Alligator,short
3920,Campfire,bad
3921,Disappearing Act,bad
3922,Fix It,bad
3923,La Duchess Anne,bad
3924,Eavesdropping,bad
3925,Deep Sea Diver,bad
3926,Service Bell,short
3927,Shift,short
3928,Showcase,bad
3929,This Song,bad
3930,Merge,short
3931,A Good Place,bad
3932,Cut-Out,bad
3933,Glass Hillside,bad
3934,Neighbors,good
3935,Systole,bad
3936,Sky Took Hold,bad
3937,Four Cypresses,bad
3938,Aquarian,bad
3939,Mourning Sound,bad
3940,Three Rings,good
3941,Losing All Sense,bad
3942,Wasted Acres,short
3943,Adelma,short
3944,What’s Wrong?,bad
3945,Will Calls (Marfa demo),good
3946,Sleeping Ute,good
3947,Half Gate,bad
3948,Sun in Your Eyes,bad
3949,Listen and Wait,bad
3950,Everyone I Know (Marfa demo),short
3951,Speak in Rounds,bad
3952,Yet Again,bad
3953,The Hunt,bad
3954,Gun-Shy,bad
3955,Smothering Green,bad
3956,A Simple Answer,bad
3957,Taken Down (Marfa demo),bad
3958,Southern Point,good
3959,All We Ask,bad
3960,Cheerleader,bad
3961,While You Wait for the Others,good
3962,I Live With You,good
3963,Foreground,good
3964,Two Weeks,good
3965,Fine for Now,good
3966,Dory,bad
3967,"Ready, Able",good
3968,About Face,bad
3969,Hold Still,short
3970,Time & Space,bad
3971,Not Forgotten,
3972,I Won’t Kneel,
3973,1980,
3974,Warsaw,
3975,Paper Romance,
3976,History (Love mix),
3977,History,
3978,Look Me in the Eye Sister,
3979,Cards to Your Heart,
3980,Paper Romance,
3981,Warsaw,bad
3982,Time & Space,
3983,History,bad
3984,Look Me in the Eye Sister,
3985,Fall Silent,
3986,Just for Tonight,
3987,Not Forgotten,
3988,I Won't Kneel,
3989,Shameless,
3990,Lightsonic,
3991,Soundboy Rock,good
3992,Drop That Thing,
3993,Song 4 Mutya (Out of Control),
3994,See What You Get,
3995,Love Sweet Sound,
3996,The Girls Say,
3997,From the Rooftops,good
3998,Get Down,
3999,Save My Soul,
4000,What's Your Version?,
4001,The Things That We Could Share,
4002,What's Your Version? (reprise),short
4003,Hasta Luego Mr. Fab (interlude),good
4004,Paris,good
4005,Easy,
4006,Remember,
4007,Hands of Time,good
4008,Groove Is On,
4009,Madder,
4010,Think Twice...,
4011,Final Shakedown,
4012,Tuning In (Rewritten),
4013,Lovebox,good
4014,Purple Haze,
4015,But I Feel Good,
4016,Superstylin',bad
4017,Lazy Moon,
4018,Raisin' the Stakes,
4019,Edge Hill,
4020,Join Hands,
4021,Suntoucher,bad
4022,Drifted,bad
4023,Little by Little,bad
4024,Fogma,bad
4025,My Friend,
4026,Healing,
4027,If Everybody Looked the Same,bad
4028,I See You Baby,
4029,In My Bones,
4030,Your Song,
4031,Inside My Mind (Blue Skies),
4032,Pre 63,bad
4033,Dusk You & Me,bad
4034,Serve Chilled,
4035,A Private Interlude,
4036,Chicago,bad
4037,"Whatever, Whenever",bad
4038,Captain Sensual (remix),bad
4039,Entrance to Zanzibar,bad
4040,M2 Many,
4041,Bonus Stitch 2,short
4042,At the River,good
4043,Dan-Solo (album edit),
4044,Pressure Breakdown,
4045,Bonus Stitch 1,short
4046,Dr. Eiff,bad
4047,Dirty Listening,bad
4048,Jeanneret's Groove,
4049,Pillar 13,
4050,What Have We Become?,
4051,Hidden Attraction,short
4052,Getting Close to You,good
4053,I Met a Funky Lady,
4054,I’ll Be There,
4055,Oakland,short
4056,Breakfast Poutine,short
4057,Snacks on Snacks,
4058,Elevator Pass,short
4059,Frugal Livin’,short
4060,Saturday Night Fever,
4061,Momento,short
4062,Sun Whisperer,
4063,Pleasure Palette,short
4064,A Beautiful Soul (Feat. BeRod),
4065,On a Cloud (Feat. Beatmachinearon),
4066,Now Or Never (Feat. Macross 82-99),
4067,I don't really care,
4068,Wearing a Smile,short
4069,Down For The Fifth Time,good
4070,Finesse (Hey Baby),short
4071,love me in the evening,short
4072,Transparency,
4073,Little Fling,short
4074,Football Head,good
4075,Tacos,short
4076,All I Know,
4077,Never Again,
4078,KahunaStyle,short
4079,A Touch of Spring,
4080,If Only,bad
4081,Nardis (Reprise),short
4082,Trippin',short
4083,Aries,short
4084,Holiday,short
4085,One For Madlib,
4086,Sunday,
4087,Summer Solstice,
4088,Taken,
4089,"Hey Girl, u like rising crust pizza?",bad
4090,Midnight In Montreal,
4091,Groovin',good
4092,Future Lounge,
4093,Can It Be,short
4094,Stay Humble,short
4095,She Loved Me,
4096,My Lady,
4097,Cup of Ramen,short
4098,Sleeplessness,short
4099,Cheer Up,
4100,Helping Hand,short
4101,Bushwick Boogie,
4102,All Night Long,short
4103,I Like It (Interlude),short
4104,Feels,short
4105,Broken,bad
4106,Santa Cruz,short
4107,Rose Bowl (Intro),short
4108,Porno Music,short
4109,Those Eyes,bad
4110,Still Lonely,short
4111,Surface,short
4112,Two Hearts,bad
4113,Rose Bowl (Rollergirl Bootleg),short
4114,Montezuma,good
4115,Sim Sala Bim,
4116,The Cascades,short
4117,The Shrine / An Argument,
4118,Bedouin Dress,
4119,Battery Kinzie,short
4120,Helplessness Blues,
4121,Blue Spotted Tail,
4122,Someone You’d Admire,short
4123,Grown Ocean,
4124,The Plains / Bitter Dancer,
4125,Lorelai,
4126,Icicle Tusk,
4127,She Got Dressed,bad
4128,"In the Hot, Hot Rays",bad
4129,Anyone Who's Anyone,bad
4130,Textbook Love,bad
4131,So Long to the Headstrong,bad
4132,Innocent Son,bad
4133,Sun Giant,short
4134,Drops in the River,good
4135,English House,good
4136,Mykonos,good
4137,Fool’s Errand,
4138,I Should See Memphis,
4139,Crack‐Up,
4140,"- Naiads, Cassadies",
4141,Third of May / Ōdaigahara,
4142,"If You Need To, Keep Time on Me",good
4143,Mearcstapa,
4144,I Am All That I Need / Arroyo Seco / Thumbprint Scar,
4145,"Cassius, -",
4146,Kept Woman,
4147,On Another Ocean (January / June),
4148,Coming Clean,short
4149,In the End,short
4150,Longview,
4151,When I Come Around,short
4152,F.O.D. / All by Myself,
4153,Burnout,short
4154,Pulling Teeth,short
4155,Basket Case,
4156,Chump,short
4157,Having a Blast,short
4158,Welcome to Paradise,
4159,She,short
4160,Sassafras Roots,short
4161,Emenius Sleepus,short
4162,The Static Age,
4163,American Eulogy: Mass Hysteria / Modern World,
4164,Peacemaker,
4165,Murder City,short
4166,Horseshoes and Handgrenades,
4167,Song of the Century,short
4168,Last Night on Earth,
4169,¿Viva la Gloria? (Little Girl),
4170,¡Viva la Gloria!,
4171,Before the Lobotomy,
4172,Restless Heart Syndrome,
4173,See the Light,
4174,21 Guns,
4175,21st Century Breakdown,
4176,Know Your Enemy,
4177,Christian’s Inferno,
4178,East Jesus Nowhere,
4179,Last of the American Girls,
4180,American Idiot,short
4181,Jesus of Suburbia: I. Jesus of Suburbia / II. City of the D,
4182,Are We the Waiting / St. Jimmy,
4183,Extraordinary Girl / Letterbomb,
4184,Homecoming: I. The Death of St. Jimmy / II. East 12th St. /,
4185,Whatsername,
4186,Wake Me Up When September Ends,
4187,Holiday / Boulevard of Broken Dreams,
4188,Give Me Novacaine / She’s a Rebel,
4189,Captain Bligh,bad
4190,Take a Picture,good
4191,Skinny,
4192,Cancer,
4193,Miss Blue,
4194,Sand,short
4195,Welcome to the Fold,
4196,I’m Not the Only One,
4197,It’s Gonna Kill Me,bad
4198,The Best Things,good
4199,I Will Lead You,
4200,Fool for the City,
4201,My Babe,
4202,Slow Ride,good
4203,Terraplane Blues,
4204,Save Your Loving (for Me),
4205,Drive Me Home,
4206,Take It or Leave It,
4207,Guns in the Sky,short
4208,New Sensation,
4209,Devil Inside,
4210,Wild Life,
4211,Tiny Daggers,
4212,Calling All Nations,
4213,Need You Tonight,good
4214,Mediate,short
4215,The Loved One,
4216,Never Tear Us Apart,good
4217,Mystify,
4218,Kick,
4219,Bolselin,bad
4220,Skeek,bad
4221,Vosill,good
4222,Tint5-Glittery Disco Blue,short
4223,Tint6-Cheeky Cherry,short
4224,Tint7-Bloody Mary,short
4225,Sublimation,
4226,Paintchart,bad
4227,Ampule,bad
4228,Tint3-Clearly Caramel,short
4229,Spinning Jennie,bad
4230,Iam Twisq,bad
4231,Anklet,bad
4232,Tint1-Barely Barley,short
4233,Tint2-Rosy Apples,short
4234,Tint4-C'est le Tempo,short
4235,Risefallsleep,
4236,Lace Murex,bad
4237,Glass Bird Movement,bad
4238,Leonardo's Formula,
4239,Every Since and Then,
4240,Napier Deltic,
4241,Rattling Downhill,
4242,Slow Rings,
4243,Linnæus,
4244,Cuckoo Down,bad
4245,Parley Glove,bad
4246,Channel Ten,bad
4247,Device,short
4248,The Axle,bad
4249,Dapperling,bad
4250,Slurs and Slowly,bad
4251,Merman Sound,bad
4252,Grisette,bad
4253,Greencracked,short
4254,64 Fire Damage,bad
4255,Catgot,bad
4256,East Side V34,bad
4257,Amber Button,
4258,Ruined Feathers,short
4259,Cinnabar,bad
4260,Yttrium,bad
4261,Roadrunner,bad
4262,Seven Mile Marker,
4263,Ship,good
4264,Immoral Architecture,
4265,Stickland,
4266,Look and Yes,short
4267,"Five to Four, Ten to Eleven",short
4268,Corundum,
4269,Working in Dust,
4270,Gurnard,bad
4271,The Race to Be First Home,
4272,Gunnera,good
4273,Iron Eyes,
4274,Snowdrops and Phlox,
4275,Sat 73,
4276,Meet Next Life,
4277,Birds Over Barges,bad
4278,First Date - Jumble Sale,bad
4279,One Man Abandon,bad
4280,Willowy,
4281,Slow Bulb Slippage,
4282,Recently in the Sahara,bad
4283,Kittenplan A,bad
4284,Read Again,bad
4285,Caddis,good
4286,You Can Use Bamboo as a Ruler,bad
4287,Cutlery Favours,bad
4288,Table of Deciduous Species,bad
4289,Fueled,bad
4290,What This Button Did,good
4291,Anteaters Eat Ants,bad
4292,Cathart,bad
4293,Scraph,bad
4294,Still Blue,
4295,Effekl,short
4296,Braille Foundry,
4297,Clipper,bad
4298,Lid Farmer,bad
4299,Twentyfive Thirtyone,bad
4300,Snat,
4301,Peg,bad
4302,Proager,short
4303,Salamander,bad
4304,Happy Pet in a Car,
4305,Power On,
4306,Into the Red,
4307,Barefoot in the Park,
4308,Can’t Believe the Way We Flow,
4309,Are You in Love?,
4310,I’ll Come Too,
4311,Don’t Miss It,
4312,Lullaby for My Insomniac,good
4313,Assume Form,
4314,Mile High,
4315,Tell Them,bad
4316,Where’s the Catch?,
4317,Voyeur,
4318,Overgrown,good
4319,Life Round Here,
4320,Take a Fall for Me,
4321,DLM,short
4322,Digital Lion,
4323,To the Last,
4324,Our Love Comes Back,
4325,I Am Sold,
4326,Retrograde,good
4327,Give Me My Month,short
4328,Why Don’t You Call Me,short
4329,Lindisfarne II,
4330,Limit To Your Love,good
4331,Lindisfarne I,short
4332,To Care (Like You),
4333,I Mind,
4334,Measurements,
4335,Unluck,
4336,The Wilhelm Scream,good
4337,I Never Learnt to Share,
4338,Montana,
4339,Young Man,
4340,Wave,
4341,Supplies,
4342,Morning Light,
4343,Hers (interlude),short
4344,Livin’ Off the Land,
4345,Midnight Summer Jam,
4346,Sauce,
4347,Higher Higher,
4348,Say Something,
4349,Flannel,
4350,The Hard Stuff,
4351,Filthy,
4352,Man of the Woods,
4353,Breeze Off the Pond,
4354,Gimme What I Don't Know (I Want),
4355,Cabaret,
4356,TKO,
4357,Murder,
4358,You Got It On,
4359,Amnesia,
4360,Not a Bad Thing / Pair of Wings,
4361,True Blood,
4362,Take Back the Night,
4363,Drink You Away,
4364,Only When I Walk Away,
4365,Let the Groove Get In,
4366,Blue Ocean Floor,
4367,Pusher Love Girl,
4368,Suit & Tie,
4369,Spaceship Coupe,
4370,That Girl,
4371,Mirrors,
4372,Don’t Hold the Wall,
4373,Strawberry Bubblegum,
4374,Tunnel Vision,
4375,What Goes Around.../...Comes Around (interlude),
4376,Damn Girl,
4377,Losing My Way,
4378,SexyBack,
4379,Chop Me Up,
4380,Until the End of Time,
4381,(Another Song) All Over Again,
4382,My Love,
4383,LoveStoned/I Think She Knows (interlude),
4384,FutureSex/LoveSound,
4385,Sexy Ladies/Let Me Talk to You (prelude),
4386,Summer Love/Set the Mood (prelude),
4387,Rock Your Body,
4388,Nothin’ Else,
4389,Still on My Brain,
4390,Right for Me,
4391,Señorita,
4392,Cry Me a River,
4393,(And She Said) Take Me Now,
4394,(Oh No) What You Got,
4395,Let’s Take a Ride,
4396,Never Again,
4397,Like I Love You,
4398,Take It From Here,
4399,Last Night,
4400,Campanile,bad
4401,The Rose,bad
4402,The Avenue,bad
4403,Bird Charmer,short
4404,Other Flowers,bad
4405,Il Leopardo Delle Nevi,
4406,Bell Tower,short
4407,Stones,short
4408,Her Face,bad
4409,Children's Game Beyond Our Reach,short
4410,The Whispers,short
4411,The Art of Mirrors (After Derek Jarman),bad
4412,Come Back to Me in Dreams,short
4413,The Panther of Small Favors,short
4414,The Startled,short
4415,Parallel Night,
4416,Sun at 6 Windows,
4417,Three-Fingered Jack,short
4418,Greek George,
4419,Black Bart,
4420,Mars and the Artist (After Cy Twombly),short
4421,Haru Spring,
4422,The Foundry (For Mika Vainio),bad
4423,"Outside, Silence",
4424,Hidden Message,
4425,I Returned Her Glance,
4426,Turn On the Moon,
4427,A Formless Path,good
4428,She Is My Weakness,
4429,How Close Your Soul,good
4430,"A Minute, a Day, No More",good
4431,My Monochrome Vision,
4432,Arcadia,short
4433,"Albion Farewell (Homage to Delius, for Gavin Bryars)",short
4434,Down the Slopes to the Meadow (For Ruben Garcia),
4435,No Name,short
4436,A Child in a Sylvan Field,
4437,15. Boy About 10,short
4438,Dead Horse Alive With Flies,
4439,Poem: Distant Lights of Olancha Recede,short
4440,She Dances by the Light of the Silvery Moon,short
4441,The Place of Dead Roads,
4442,Wings,short
4443,Saint’s Name Spoken,
4444,Advent,short
4445,Poem: Aztec Hotel,short
4446,Boy About 10,good
4447,The Photo of Santiago McKinn,
4448,The Corpse at the Shooting Gallery,short
4449,Blind Bird,short
4450,The Room,bad
4451,Coyote,short
4452,The White Arcades,bad
4453,The Child With a Lion,bad
4454,Algebra of Darkness,good
4455,Totems of the Red-Sleeved Warrior,bad
4456,The Kiss,bad
4457,Balthus Bemused by Color,bad
4458,The Real Dream of Sails,bad
4459,Dark-Eyed Sister,
4460,Foreshadowed,
4461,Against the Sky,good
4462,Lost in the Humming Air,
4463,Their Memories,short
4464,The Pearl,
4465,An Echo of Night,short
4466,Late October,
4467,A Stream With Bright Fish,
4468,The Silver Ball,
4469,Still Return,
4470,Jane 1,bad
4471,Jane 2,good
4472,Jane 3,good
4473,Jane 5,
4474,Jane 6,
4475,Jane 7,
4476,Jane 11,
4477,Jane 4,good
4478,Jane 8,good
4479,Jane 9,short
4480,Jane 10,
4481,String Quartet 2003: Babylon Balboa,short
4482,Merry-Go-Round: The Dream of the Girl at the Lonely Desert ,short
4483,Merry-Go-Round: Seven Colonnades,
4484,String Quartet 2003: Haru Spring,short
4485,String Quartet 2003: Bandits of Stature,short
4486,String Quartet 2003: Llano,short
4487,Merry-Go-Round: Nicolas Poussin Near 29 Palms,short
4488,Merry-Go-Round: Purvis Startled by Joy,short
4489,Merry-Go-Round: The Moss of Imagination,bad
4490,Merry-Go-Round: Veil of Orpheus (Cy Twombly's),
4491,String Quartet 2003: From the Sea of Changes,
4492,Merry-Go-Round: Claude Lorrain Avoids the Cinder Block Mote,short
4493,Merry-Go-Round: Perfume Doesn't Dance,bad
4494,Merry-Go-Round: Shout (for Jane Maru),bad
4495,Gaze,
4496,The Belles of Saint Andrew,
4497,L’Aventure,good
4498,Southern Shore,
4499,Deva C,
4500,The Names of Those Never Here,good
4501,So Many Short Years Ago,
4502,Radiant City,
4503,Smiling Apart,
4504,Seven Thousand Sunny Years,bad
4505,And Then I Turned Away,bad
4506,The Girl With Colorful Thoughts,bad
4507,Turn Off the Sun,bad
4508,How Distant Your Heart,bad
4509,Avenue of Shapes,good
4510,She Is My Strength,short
4511,"Inside, a Golden Echo",bad
4512,Open Book,good
4513,The Place of Odd Glances,
